,Soggetti,Predizione,Soggetto reale,Test
193,8227,0.020627900958061218,8214,22
194,52135,0.01479250006377697,8214,22
195,31121,0.003576096845790744,8214,22
196,42211,0.0028749327175319195,8214,22
197,,,,
198,8122,0.18793457746505737,8211,23
199,51292,0.15908101201057434,8211,23
200,8211,0.08511023223400116,8211,23
201,8127,0.04500504210591316,8211,23
202,61223,0.044926419854164124,8211,23
203,4221,0.0423869863152504,8211,23
204,3222,0.040635932236909866,8211,23
205,11112,0.038070548325777054,8211,23
206,,,,
207,61223,0.22379060089588165,8217,24
208,4124,0.17345622181892395,8217,24
209,4219,0.14399802684783936,8217,24
210,7213,0.12232612818479538,8217,24
211,2117,0.05203021317720413,8217,24
212,51287,0.048874933272600174,8217,24
213,61213,0.040136802941560745,8217,24
214,62124,0.02900668978691101,8217,24
215,,,,
216,51247,0.7993265390396118,8218,25
217,41111,0.04949614405632019,8218,25
218,61213,0.04386993497610092,8218,25
219,72113,0.03787784278392792,8218,25
220,12213,0.021586839109659195,8218,25
221,7129,0.01623529940843582,8218,25
222,52254,0.008036702871322632,8218,25
223,8215,0.004633352160453796,8218,25
224,,,,
225,61118,0.6013457775115967,8226,26
226,8127,0.15645717084407806,8226,26
227,7126,0.054811909794807434,8226,26
228,1125,0.03719250485301018,8226,26
229,3221,0.028449440374970436,8226,26
230,3222,0.02402127906680107,8226,26
231,71115,0.021955005824565887,8226,26
232,41222,0.019511401653289795,8226,26
233,,,,
234,8225,0.8237255811691284,8225,27
235,51133,0.04858671873807907,8225,27
236,2112,0.01801353693008423,8225,27
237,52249,0.013064258731901646,8225,27
238,7125,0.010278047062456608,8225,27
239,51241,0.010237625800073147,8225,27
240,42114,0.010126307606697083,8225,27
241,32211,0.009204689413309097,8225,27
242,,,,
243,1129,0.48613864183425903,8221,28
244,52152,0.2115238457918167,8221,28
245,1222,0.09683120995759964,8221,28
246,4217,0.04835974797606468,8221,28
247,3228,0.017921559512615204,8221,28
248,31221,0.013554719276726246,8221,28
249,7212,0.012809690088033676,8221,28
250,51226,0.011723127216100693,8221,28
251,,,,
252,8125,0.32790327072143555,8223,29
253,7128,0.2832639813423157,8223,29
254,4129,0.13602864742279053,8223,29
255,12113,0.06908528506755829,8223,29
256,8223,0.04230928048491478,8223,29
257,32117,0.03085707128047943,8223,29
258,72112,0.014668342657387257,8223,29
259,51225,0.014500881545245647,8223,29
260,,,,
261,62231,0.17602761089801788,8222,30
262,8111,0.14176815748214722,8222,30
263,7127,0.13847525417804718,8222,30
264,32211,0.12488942593336105,8222,30
265,72214,0.051056619733572006,8222,30
266,4222,0.04862339049577713,8222,30
267,31216,0.04543258994817734,8222,30
268,71113,0.039275482296943665,8222,30
269,,,,
270,32110,0.8227741718292236,8224,31
271,52249,0.05156821012496948,8224,31
272,8118,0.03859397768974304,8224,31
273,8224,0.023090306669473648,8224,31
274,8225,0.018436606973409653,8224,31
275,4214,0.017844216898083687,8224,31
276,72213,0.012927349656820297,8224,31
277,51226,0.003242506878450513,8224,31
278,,,,
279,8227,0.41882479190826416,8227,32
280,71115,0.19000208377838135,8227,32
281,32117,0.15624359250068665,8227,32
282,62223,0.09205152094364166,8227,32
283,62226,0.05592148005962372,8227,32
284,31221,0.02748112566769123,8227,32
285,3114,0.02180904895067215,8227,32
286,8127,0.011297931894659996,8227,32
287,,,,
288,71112,0.639548659324646,71112,33
289,11114,0.19108888506889343,71112,33
290,72218,0.057867929339408875,71112,33
291,4217,0.032053764909505844,71112,33
292,7212,0.013477074913680553,71112,33
293,32118,0.011219792999327183,71112,33
294,6121,0.008799397386610508,71112,33
295,3128,0.006654783152043819,71112,33
296,,,,
297,71113,0.9957447648048401,71113,34
298,7228,0.003404858987778425,71113,34
299,2227,0.00025122391525655985,71113,34
300,32211,0.00017190539801958948,71113,34
301,31216,0.00016718449478503317,71113,34
302,72117,5.5782431445550174e-05,71113,34
303,2214,3.910769373760559e-05,71113,34
304,71217,2.3503642296418548e-05,71113,34
305,,,,
306,41218,0.19327662885189056,71114,35
307,51241,0.1386386603116989,71114,35
308,7125,0.10198302567005157,71114,35
309,8225,0.08470476418733597,71114,35
310,8122,0.05223500356078148,71114,35
311,42211,0.05101749300956726,71114,35
312,6226,0.05067502707242966,71114,35
313,8224,0.04822918027639389,71114,35
314,,,,
315,31221,0.6529706120491028,71111,36
316,32118,0.14056073129177094,71111,36
317,12214,0.028020231053233147,71111,36
318,8126,0.025650283321738243,71111,36
319,72218,0.0248256865888834,71111,36
320,2111,0.02351441979408264,71111,36
321,62226,0.021022118628025055,71111,36
322,51287,0.015614910051226616,71111,36
323,,,,
324,7119,0.8907002806663513,7119,37
325,51151,0.03546829894185066,7119,37
326,21215,0.022698886692523956,7119,37
327,2217,0.010287360288202763,7119,37
328,62225,0.009830432943999767,7119,37
329,51288,0.005738876760005951,7119,37
330,61230,0.0051534781232476234,7119,37
331,62121,0.002440583659335971,7119,37
332,,,,
333,52135,0.5881284475326538,7113,38
334,5211,0.12026682496070862,7113,38
335,51292,0.10223619639873505,7113,38
336,1222,0.03547206521034241,7113,38
337,6122,0.03265957906842232,7113,38
338,2212,0.02676374837756157,7113,38
339,51282,0.014159432612359524,7113,38
340,8125,0.00795007310807705,7113,38
341,,,,
342,71115,0.9940085411071777,71115,39
343,8227,0.002412475412711501,71115,39
344,3114,0.0013975459150969982,71115,39
345,32113,0.0004546258714981377,71115,39
346,51241,0.0003365847223903984,71115,39
347,8122,0.0002845182316377759,71115,39
348,7212,0.00021256190666463226,71115,39
349,31221,0.00017603154992684722,71115,39
350,,,,
351,22214,0.2957131862640381,71117,40
352,51191,0.16311968863010406,71117,40
353,8116,0.08707252889871597,71117,40
354,6212,0.07000338286161423,71117,40
355,7225,0.05556021258234978,71117,40
356,3221,0.032048311084508896,71117,40
357,31113,0.0274252500385046,71117,40
358,8121,0.02344457432627678,71117,40
359,,,,
360,71110,0.8381595015525818,71110,41
361,4226,0.047193460166454315,71110,41
362,2215,0.04711637645959854,71110,41
363,41112,0.014624550938606262,71110,41
364,72214,0.014527607709169388,71110,41
365,2121,0.014061945490539074,71110,41
366,8211,0.004183747339993715,71110,41
367,2227,0.0020948750898241997,71110,41
368,,,,
369,61213,0.9014999866485596,7126,42
370,7213,0.028890645131468773,7126,42
371,8124,0.024585669860243797,7126,42
372,61223,0.005220766644924879,7126,42
373,41111,0.004837850108742714,7126,42
374,7126,0.004833316896110773,7126,42
375,2224,0.004623384214937687,7126,42
376,51287,0.004364235792309046,7126,42
377,,,,
378,12213,0.3111065924167633,71210,43
379,8214,0.2888485789299011,71210,43
380,41225,0.13573922216892242,71210,43
381,61213,0.07210540771484375,71210,43
382,71115,0.046416252851486206,71210,43
383,8225,0.025509897619485855,71210,43
384,12111,0.014938599430024624,71210,43
385,41111,0.012164006009697914,71210,43
386,,,,
387,2214,0.662525475025177,7128,44
388,61223,0.16002200543880463,7128,44
389,31113,0.047786206007003784,7128,44
390,1119,0.021552717313170433,7128,44
391,62230,0.015745943412184715,7128,44
392,2128,0.01569390669465065,7128,44
393,8126,0.012257855385541916,7128,44
394,31213,0.010225123725831509,7128,44
395,,,,
396,8225,0.5374594926834106,7125,45
397,51226,0.06784791499376297,7125,45
398,71217,0.053871288895606995,7125,45
399,3114,0.047739699482917786,7125,45
400,8212,0.03201865777373314,7125,45
401,7227,0.029268482699990273,7125,45
402,51241,0.025902312248945236,7125,45
403,41225,0.021431155502796173,7125,45
404,,,,
405,62231,0.9450623989105225,71213,46
406,31213,0.013277443125844002,71213,46
407,8126,0.011832605116069317,71213,46
408,72218,0.010117643512785435,71213,46
409,62226,0.0034277376253157854,71213,46
410,8127,0.00284171593375504,71213,46
411,8112,0.002233319217339158,71213,46
412,71213,0.0017356672324240208,71213,46
413,,,,
414,7129,0.19526100158691406,7129,47
415,71210,0.12706172466278076,7129,47
416,5211,0.08800062537193298,7129,47
417,8118,0.0799962505698204,7129,47
418,71112,0.04355931654572487,7129,47
419,11116,0.0312739834189415,7129,47
420,7212,0.02714264951646328,7129,47
421,6121,0.026908615604043007,7129,47
422,,,,
423,7127,0.5676502585411072,7127,48
424,1114,0.1585862934589386,7127,48
425,4227,0.03442491590976715,7127,48
426,4121,0.03438859060406685,7127,48
427,1229,0.033601947128772736,7127,48
428,4117,0.022332163527607918,7127,48
429,32211,0.021297715604305267,7127,48
430,41211,0.020186247304081917,7127,48
431,,,,
432,71217,0.808944582939148,71217,49
433,3114,0.06036322936415672,71217,49
434,1229,0.026947926729917526,71217,49
435,61226,0.01780395209789276,71217,49
436,8225,0.015389341861009598,71217,49
437,32211,0.010344129987061024,71217,49
438,2121,0.006362429354339838,71217,49
439,8122,0.005660221446305513,71217,49
440,,,,
441,61227,0.6860256791114807,7211,50
442,1114,0.09952504932880402,7211,50
443,11215,0.09702438861131668,7211,50
444,8114,0.039906054735183716,7211,50
445,51155,0.014312190003693104,7211,50
446,22218,0.011415908113121986,7211,50
447,52135,0.011218766681849957,7211,50
448,22217,0.011183399707078934,7211,50
449,,,,
450,8221,0.37198492884635925,72112,51
451,11114,0.25202545523643494,72112,51
452,1222,0.06570784002542496,72112,51
453,22226,0.05872497335076332,72112,51
454,61211,0.05502597615122795,72112,51
455,52152,0.04823623597621918,72112,51
456,12212,0.031220022588968277,72112,51
457,61214,0.02277597412467003,72112,51
458,,,,
459,2214,0.4740809202194214,7212,52
460,52270,0.13427218794822693,7212,52
461,32110,0.11910353600978851,7212,52
462,12110,0.05909084528684616,7212,52
463,1129,0.03625382483005524,7212,52
464,8224,0.02880871295928955,7212,52
465,72213,0.015635786578059196,7212,52
466,62121,0.013717751018702984,7212,52
467,,,,
468,72117,0.9969342947006226,72117,53
469,7228,0.0018875388195738196,72117,53
470,4127,0.0007141328533180058,72117,53
471,22218,0.0001690758508630097,72117,53
472,2222,0.00015511855599470437,72117,53
473,2227,4.450031337910332e-05,72117,53
474,61214,3.338441820233129e-05,72117,53
475,6122,1.718921703286469e-05,72117,53
476,,,,
477,8112,0.1910807490348816,72113,54
478,2114,0.12710309028625488,72113,54
479,3123,0.11830194294452667,72113,54
480,7127,0.08930078148841858,72113,54
481,51250,0.06984922289848328,72113,54
482,8223,0.06687197089195251,72113,54
483,41220,0.050161223858594894,72113,54
484,62231,0.049986112862825394,72113,54
485,,,,
486,61211,0.3482452929019928,7213,55
487,31127,0.3065701425075531,7213,55
488,62223,0.07130815088748932,7213,55
489,8127,0.03755318373441696,7213,55
490,72211,0.026997720822691917,7213,55
491,62226,0.022110730409622192,7213,55
492,51290,0.0206415094435215,7213,55
493,51250,0.019566897302865982,7213,55
494,,,,
495,7211,0.674111545085907,7227,56
496,11215,0.14703525602817535,7227,56
497,22217,0.0912712886929512,7227,56
498,72112,0.03124426119029522,7227,56
499,31120,0.007883666083216667,7227,56
500,1117,0.007453704718500376,7227,56
501,21215,0.00618934677913785,7227,56
502,5213,0.005713929422199726,7227,56
503,,,,
504,22212,0.21482375264167786,72211,57
505,12118,0.14424991607666016,72211,57
506,61230,0.10550922155380249,72211,57
507,31127,0.07923541218042374,72211,57
508,7126,0.06383738666772842,72211,57
509,61211,0.0488637313246727,72211,57
510,51296,0.0412353053689003,72211,57
511,6225,0.03780423849821091,72211,57
512,,,,
513,31127,0.41887977719306946,72218,58
514,11114,0.057662997394800186,72218,58
515,61225,0.054356418550014496,72218,58
516,72218,0.05323232710361481,72218,58
517,62225,0.05064193904399872,72218,58
518,51292,0.026013152673840523,72218,58
519,12118,0.02232152409851551,72218,58
520,7211,0.022246208041906357,72218,58
521,,,,
522,51290,0.3024328649044037,72210,59
523,2227,0.24466991424560547,72210,59
524,2221,0.13847441971302032,72210,59
525,72210,0.10117274522781372,72210,59
526,72212,0.053418878465890884,72210,59
527,71110,0.02006191574037075,72210,59
528,11116,0.019687548279762268,72210,59
529,72117,0.0172993503510952,72210,59
530,,,,
531,72214,0.4919961988925934,72214,60
532,4222,0.07653334736824036,72214,60
533,8126,0.07290072739124298,72214,60
534,51247,0.05468955263495445,72214,60
535,8112,0.05425598472356796,72214,60
536,3123,0.048838142305612564,72214,60
537,61223,0.0349615104496479,72214,60
538,12213,0.027409225702285767,72214,60
539,,,,
540,7225,0.9972155094146729,7225,61
541,51236,0.0009847487090155482,7225,61
542,61226,0.0008768414845690131,7225,61
543,61118,0.0003319474053569138,7225,61
544,51232,0.00018661875219549984,7225,61
545,4221,0.00010133483010577038,7225,61
546,4124,9.461004810873419e-05,7225,61
547,8216,6.633833254454657e-05,7225,61
548,,,,
549,62231,0.6162062287330627,72213,62
550,42113,0.17910884320735931,72213,62
551,1125,0.04191713407635689,72213,62
552,51133,0.02722383663058281,72213,62
553,42114,0.025210395455360413,72213,62
554,51296,0.01734176091849804,72213,62
555,8121,0.01611827313899994,72213,62
556,8128,0.01413696352392435,72213,62
557,,,,
558,7228,0.6308061480522156,7228,63
559,22218,0.08156362175941467,7228,63
560,61129,0.041190095245838165,7228,63
561,2114,0.0390344075858593,7228,63
562,61213,0.026284612715244293,7228,63
563,2112,0.02581452764570713,7228,63
564,8128,0.017366517335176468,7228,63
565,41211,0.0124581977725029,7228,63
566,,,,
567,12113,0.6346203088760376,72212,64
568,72212,0.1331719011068344,72212,64
569,12110,0.06741368025541306,72212,64
570,2117,0.037381283938884735,72212,64
571,51282,0.03546551242470741,72212,64
572,1218,0.013529310934245586,72212,64
573,8125,0.01017580833286047,72212,64
574,4217,0.010066678747534752,72212,64
575,,,,
576,1129,0.7726377248764038,2111,65
577,2111,0.11897086352109909,2111,65
578,8224,0.01791338250041008,2111,65
579,21213,0.01518081035465002,2111,65
580,51232,0.010271938517689705,2111,65
581,51178,0.010077825747430325,2111,65
582,31221,0.008071130141615868,2111,65
583,62230,0.0065528713166713715,2111,65
584,,,,
585,51133,0.24784378707408905,2113,66
586,4214,0.23362842202186584,2113,66
587,2113,0.1979627013206482,2113,66
588,61213,0.17214690148830414,2113,66
589,31123,0.04006253182888031,2113,66
590,8124,0.03467096388339996,2113,66
591,2217,0.030152028426527977,2113,66
592,42114,0.012892905622720718,2113,66
593,,,,
594,31127,0.21988797187805176,2112,67
595,4214,0.09971129894256592,2112,67
596,1125,0.09101057052612305,2112,67
597,8112,0.05527123436331749,2112,67
598,51288,0.0476367212831974,2112,67
599,61230,0.04197287559509277,2112,67
600,42114,0.03995425999164581,2112,67
601,62231,0.03845445066690445,2112,67
602,,,,
603,2116,0.9983341097831726,2116,68
604,51296,0.0011962136486545205,2116,68
605,8129,0.0002584443427622318,2116,68
606,8226,0.00011611366062425077,2116,68
607,32110,2.4026279788813554e-05,2116,68
608,8128,2.086163658532314e-05,2116,68
609,61129,1.786600478226319e-05,2116,68
610,61214,1.3077382391202264e-05,2116,68
611,,,,
612,2114,0.9329190850257874,2114,69
613,32212,0.024813320487737656,2114,69
614,51247,0.0150363240391016,2114,69
615,4128,0.009204714559018612,2114,69
616,41211,0.002259260043501854,2114,69
617,11111,0.0022560604847967625,2114,69
618,11112,0.001825928338803351,2114,69
619,3123,0.0016661122208461165,2114,69
620,,,,
621,21111,0.43352124094963074,21111,70
622,3214,0.09473016113042831,21111,70
623,61226,0.043353937566280365,21111,70
624,22214,0.03218204528093338,21111,70
625,62218,0.02636062540113926,21111,70
626,3213,0.02543642185628414,21111,70
627,61223,0.023918516933918,21111,70
628,32211,0.017658470198512077,21111,70
629,,,,
630,2117,0.9995450377464294,2117,71
631,51253,0.00032228126656264067,2117,71
632,1218,0.00012325112766120583,2117,71
633,62230,6.928542916284641e-06,2117,71
634,8126,1.5139037259359611e-06,2117,71
635,12210,5.168354846318834e-07,2117,71
636,41112,4.0089366848405916e-07,2117,71
637,4124,1.2444234087638506e-08,2117,71
638,,,,
639,41222,0.3660382628440857,2128,72
640,2116,0.25265783071517944,2128,72
641,51287,0.08101857453584671,2128,72
642,52270,0.049551501870155334,2128,72
643,7213,0.04767676070332527,2128,72
644,2224,0.03539618104696274,2128,72
645,71112,0.033318642526865005,2128,72
646,22214,0.025677159428596497,2128,72
647,,,,
648,8127,0.836624026298523,21213,73
649,71115,0.049308665096759796,21213,73
650,8227,0.03514989838004112,21213,73
651,8221,0.0278063602745533,21213,73
652,6122,0.018231196328997612,21213,73
653,12213,0.0038373302668333054,21213,73
654,7212,0.003087416058406234,21213,73
655,2217,0.0030848670285195112,21213,73
656,,,,
657,21212,0.557060718536377,21212,74
658,7212,0.0963740348815918,21212,74
659,6129,0.06759434193372726,21212,74
660,2224,0.046012986451387405,21212,74
661,32214,0.04600219428539276,21212,74
662,4114,0.028620099648833275,21212,74
663,1119,0.02264893613755703,21212,74
664,8126,0.021903520449995995,21212,74
665,,,,
666,21215,0.6643289923667908,21215,75
667,71117,0.13365958631038666,21215,75
668,7113,0.030945755541324615,21215,75
669,61227,0.01896851882338524,21215,75
670,8125,0.015900565311312675,21215,75
671,31120,0.015726188197731972,21215,75
672,52152,0.011508234776556492,21215,75
673,62219,0.011160282418131828,21215,75
674,,,,
675,21210,0.7341221570968628,21210,76
676,2128,0.14023719727993011,21210,76
677,51236,0.060875341296195984,21210,76
678,4124,0.022492431104183197,21210,76
679,5211,0.010812012478709221,21210,76
680,62219,0.008794842287898064,21210,76
681,41112,0.00626702094450593,21210,76
682,12210,0.004219320137053728,21210,76
683,,,,
684,32117,0.11993507295846939,2121,77
685,1214,0.06615514308214188,2121,77
686,51226,0.06532538682222366,2121,77
687,31221,0.06251391768455505,2121,77
688,7128,0.0615510419011116,2121,77
689,72214,0.056146588176488876,2121,77
690,32211,0.0554155670106411,2121,77
691,12212,0.04979592561721802,2121,77
692,,,,
693,4124,0.7537020444869995,22214,78
694,8216,0.04603205993771553,22214,78
695,3213,0.03411058709025383,22214,78
696,31113,0.03385285288095474,22214,78
697,51236,0.03305616229772568,22214,78
698,22214,0.017251571640372276,22214,78
699,72113,0.01102958619594574,22214,78
700,62124,0.008706153370440006,22214,78
701,,,,
702,2222,0.4765103757381439,2222,79
703,4127,0.21426697075366974,2222,79
704,2116,0.05699991434812546,2222,79
705,72117,0.03378592059016228,2222,79
706,51151,0.03241107985377312,2222,79
707,22212,0.021844644099473953,2222,79
708,7228,0.021692562848329544,2222,79
709,51290,0.017483273521065712,2222,79
710,,,,
711,6225,0.30853918194770813,22226,80
712,8127,0.21501414477825165,22226,80
713,12118,0.16684409976005554,22226,80
714,22226,0.11079999804496765,22226,80
715,1217,0.04927511140704155,22226,80
716,31127,0.018416155129671097,22226,80
717,11112,0.017349546775221825,22226,80
718,6121,0.01655176840722561,22226,80
719,,,,
720,22212,0.991075873374939,22212,81
721,61230,0.006562178488820791,22212,81
722,11112,0.00023664915352128446,22212,81
723,6225,0.00023481558309867978,22212,81
724,61215,0.0002175598929170519,22212,81
725,42113,0.0001958659995580092,22212,81
726,11215,0.00012670649448409677,22212,81
727,2116,0.00011360496864654124,22212,81
728,,,,
729,1229,0.30001282691955566,22218,82
730,41211,0.181085467338562,22218,82
731,22218,0.1348634511232376,22218,82
732,8111,0.08886487782001495,22218,82
733,8211,0.0501110702753067,22218,82
734,1114,0.04958312213420868,22218,82
735,61225,0.0329846553504467,22218,82
736,62218,0.027879150584340096,22218,82
737,,,,
738,8118,0.5652858018875122,2223,83
739,31113,0.18519166111946106,2223,83
740,61215,0.067919060587883,2223,83
741,4117,0.01920737512409687,2223,83
742,61223,0.01761685498058796,2223,83
743,1218,0.010368499904870987,2223,83
744,8121,0.010345574468374252,2223,83
745,4114,0.009230699390172958,2223,83
746,,,,
747,22217,0.9775780439376831,22217,84
748,61118,0.006365693639963865,22217,84
749,7113,0.00483934348449111,22217,84
750,22226,0.002665257314220071,22217,84
751,52135,0.0019467293750494719,22217,84
752,72112,0.0009932752000167966,22217,84
753,72113,0.0009577436721883714,22217,84
754,51191,0.0007640759577043355,22217,84
755,,,,
756,41111,0.7999683618545532,2225,85
757,31213,0.15298473834991455,2225,85
758,21213,0.0318874791264534,2225,85
759,2225,0.004859874956309795,2225,85
760,8127,0.003384408075362444,2225,85
761,31216,0.0031214032787829638,2225,85
762,11221,0.002106567844748497,2225,85
763,1219,0.0004847573582082987,2225,85
764,,,,
765,22221,0.2597346007823944,22221,86
766,3214,0.2163592427968979,22221,86
767,71114,0.1658361852169037,22221,86
768,8222,0.05600661039352417,22221,86
769,2221,0.055534765124320984,22221,86
770,8217,0.04467269778251648,22221,86
771,3211,0.02394692227244377,22221,86
772,72112,0.020953703671693802,22221,86
773,,,,
774,32111,0.40331435203552246,2221,87
775,8127,0.1708463728427887,2221,87
776,32219,0.1470075249671936,2221,87
777,2114,0.04426119104027748,2221,87
778,11112,0.034569740295410156,2221,87
779,31216,0.0323391892015934,2221,87
780,72211,0.02995179034769535,2221,87
781,8218,0.02942849136888981,2221,87
782,,,,
783,2227,0.5295966863632202,2227,88
784,4221,0.3043004870414734,2227,88
785,2217,0.09613578021526337,2227,88
